dataset,arch,level,scale,single_tokens,cum_tokens,tokens_used,seed,method,accuracy,ece_percent,adaptive_ece_percent,brier,auroc
textvqa,mqt,2,9,9,10,9,45,Temperature Scaling (TS),19.75,30.838392100452023,30.673177089620584,0.24574957385303045,0.7239244449702275
textvqa,mqt,2,9,9,10,9,45,Platt Scaling (1D),19.75,8.590368304754582,9.285530616970902,0.15006524538448107,0.7239244449702275
textvqa,mqt,2,9,9,10,10,45,Trajectory Platt (5D),19.75,5.5623720195144415,6.513135498389603,0.14210578416865186,0.6920225560944832
textvqa,mqt,2,9,9,10,9,46,Naive Confidence (NC),19.75,28.780327162705362,28.780327162705362,0.2732263295645367,0.7240033124334555
textvqa,mqt,2,9,9,10,9,46,Temperature Scaling (TS),19.75,30.719182712662857,30.71918271266285,0.24601338877859452,0.7240033124334555
textvqa,mqt,2,9,9,10,9,46,Platt Scaling (1D),19.75,8.884859483589311,10.662282981504406,0.15066995842913788,0.7240033124334555
textvqa,mqt,2,9,9,10,10,46,Trajectory Platt (5D),19.75,5.064701555296778,7.503427715972066,0.13630893492001983,0.7579557553531291
textvqa,mqt,3,36,36,46,36,42,Naive Confidence (NC),30.0,29.530676137655977,29.53067613765598,0.28519790459559113,0.7363988095238095
textvqa,mqt,3,36,36,46,36,42,Temperature Scaling (TS),30.0,22.007956338982414,23.468083265411586,0.2466639023696987,0.7363988095238095
textvqa,mqt,3,36,36,46,36,42,Platt Scaling (1D),30.0,11.016516722134023,12.729926646738724,0.1916379693621599,0.7363988095238095
textvqa,mqt,3,36,36,46,46,42,Trajectory Platt (5D),30.0,5.398268012329935,4.923580070957542,0.16672742591230816,0.7710119047619047
textvqa,mqt,3,36,36,46,36,43,Naive Confidence (NC),30.0,29.193572488613427,29.193572488613427,0.29711526162644586,0.7045833333333333
textvqa,mqt,3,36,36,46,36,43,Temperature Scaling (TS),30.0,22.00349781063328,22.00349781063328,0.2487694397579677,0.7045833333333333
textvqa,mqt,3,36,36,46,36,43,Platt Scaling (1D),30.0,10.171783849303859,11.066798824521056,0.1982134176636122,0.7045833333333333
textvqa,mqt,3,36,36,46,46,43,Trajectory Platt (5D),30.0,6.358668546192348,8.494075934402643,0.1815581476995458,0.7209821428571429
textvqa,mqt,3,36,36,46,36,44,Naive Confidence (NC),30.0,30.831649805419147,30.831649805419147,0.29986034324016875,0.7243154761904762
textvqa,mqt,3,36,36,46,36,44,Temperature Scaling (TS),30.0,22.062510397249547,22.847966524911403,0.2471692847054794,0.7243154761904762
textvqa,mqt,3,36,36,46,36,44,Platt Scaling (1D),30.0,10.70412545872137,10.807828929279937,0.19094523659928675,0.7243154761904762
textvqa,mqt,3,36,36,46,46,44,Trajectory Platt (5D),30.0,7.230786649510265,6.269197368994356,0.1698589636951452,0.7562202380952381
textvqa,mqt,3,36,36,46,36,45,Naive Confidence (NC),30.0,32.30235516745598,32.30235516745598,0.3075545905306798,0.7233928571428572
textvqa,mqt,3,36,36,46,36,45,Temperature Scaling (TS),30.0,23.032825113807203,24.420564875111868,0.24910150558250052,0.7233928571428572
textvqa,mqt,3,36,36,46,36,45,Platt Scaling (1D),30.0,11.800177994981388,14.537133224261755,0.1934956255773397,0.7233928571428572
textvqa,mqt,3,36,36,46,46,45,Trajectory Platt (5D),30.0,4.037878634408116,6.586806355044245,0.17514791620542677,0.7349107142857143
textvqa,mqt,3,36,36,46,36,46,Naive Confidence (NC),30.0,30.11633900739253,30.11633900739253,0.28579111856308737,0.7437797619047619
textvqa,mqt,3,36,36,46,36,46,Temperature Scaling (TS),30.0,21.945391830551365,22.882224105227294,0.24619030579629736,0.7437797619047619
textvqa,mqt,3,36,36,46,36,46,Platt Scaling (1D),30.0,8.743298224714382,11.280807361995784,0.18770271290668347,0.7437797619047619
textvqa,mqt,3,36,36,46,46,46,Trajectory Platt (5D),30.0,7.097318173386157,6.4058073880150905,0.17791002108085555,0.7196428571428571
textvqa,mqt,4,144,144,190,144,42,Naive Confidence (NC),36.0,29.94491290021688,29.626163183711473,0.2927686104675702,0.7384168836805556
textvqa,mqt,4,144,144,190,144,42,Temperature Scaling (TS),36.0,17.769402515591022,18.62032415380053,0.24437584315893493,0.7384168836805556
textvqa,mqt,4,144,144,190,144,42,Platt Scaling (1D),36.0,10.748403334972425,11.31059372666869,0.2016973506900281,0.7384168836805556
textvqa,mqt,4,144,144,190,190,42,Trajectory Platt (5D),36.0,5.668235148303209,6.4945383789017805,0.17753427227444632,0.77099609375
textvqa,mqt,4,144,144,190,144,43,Naive Confidence (NC),36.0,29.247292687650766,29.247292687650774,0.2935669320435239,0.7191569010416667
textvqa,mqt,4,144,144,190,144,43,Temperature Scaling (TS),36.0,16.671437638627754,19.19109912971114,0.24614591772747332,0.7191569010416667
textvqa,mqt,4,144,144,190,144,43,Platt Scaling (1D),36.0,13.757823593674987,12.442257573687021,0.2092915108809455,0.7191569010416667
textvqa,mqt,4,144,144,190,190,43,Trajectory Platt (5D),36.0,2.816904604434969,5.817948192358016,0.184514518583522,0.7589518229166667
textvqa,mqt,4,144,144,190,144,44,Naive Confidence (NC),36.0,29.11953970883041,28.827453206293285,0.3112953787309816,0.6768391927083333
textvqa,mqt,4,144,144,190,144,44,Temperature Scaling (TS),36.0,16.663825207462292,17.94211526403181,0.24963096762583084,0.6768391927083333
textvqa,mqt,4,144,144,190,144,44,Platt Scaling (1D),36.0,13.479157488654748,13.055600543987836,0.2209111948613131,0.6768391927083333
textvqa,mqt,4,144,144,190,190,44,Trajectory Platt (5D),36.0,7.272295682691038,7.985774262808262,0.2051983247430031,0.6995442708333334
textvqa,mqt,4,144,144,190,144,45,Naive Confidence (NC),36.0,28.685646380297836,28.30619882140309,0.2770125687775246,0.7472873263888888
textvqa,mqt,4,144,144,190,144,45,Temperature Scaling (TS),36.0,16.297297752203285,21.35229053882148,0.24430001722282008,0.7472873263888888
textvqa,mqt,4,144,144,190,144,45,Platt Scaling (1D),36.0,13.241277408390669,14.745961347295466,0.20356932612421214,0.7472873263888888
textvqa,mqt,4,144,144,190,190,45,Trajectory Platt (5D),36.0,7.560757629573346,8.182335332036017,0.18045042777400863,0.7654351128472222
textvqa,mqt,4,144,144,190,144,46,Naive Confidence (NC),36.0,31.249106509611014,30.62208067439497,0.3243476529791123,0.6778700086805556
textvqa,mqt,4,144,144,190,144,46,Temperature Scaling (TS),36.0,17.807894145320876,19.111306866001033,0.2499392161492544,0.6778700086805556
textvqa,mqt,4,144,144,190,144,46,Platt Scaling (1D),36.0,10.421597598637536,11.542327801479221,0.218546288437964,0.6778700086805556
textvqa,mqt,4,144,144,190,190,46,Trajectory Platt (5D),36.0,7.840602249838414,9.348232884891331,0.1976267710686741,0.7167426215277779
textvqa,mqt,5,256,256,446,256,42,Naive Confidence (NC),35.25,32.2661077445373,31.908288703300062,0.32861031310439887,0.684438237629727
textvqa,mqt,5,256,256,446,256,42,Temperature Scaling (TS),35.25,18.20603702978145,18.31630076175477,0.2502579678415856,0.684438237629727
textvqa,mqt,5,256,256,446,256,42,Platt Scaling (1D),35.25,8.94562090648144,10.462815853262565,0.21481239316903852,0.684438237629727
textvqa,mqt,5,256,256,446,446,42,Trajectory Platt (5D),35.25,5.2525880597531796,7.762586463242768,0.19478011037077755,0.7189682083299105
textvqa,mqt,5,256,256,446,256,43,Naive Confidence (NC),35.25,31.76873457059265,31.455963682383302,0.308748254826933,0.7239245324351706
textvqa,mqt,5,256,256,446,256,43,Temperature Scaling (TS),35.25,18.03381278618844,18.88679837370068,0.24608519414271476,0.7239245324351706
textvqa,mqt,5,256,256,446,256,43,Platt Scaling (1D),35.25,9.753640960567196,10.446641546433504,0.20383147234637833,0.7239245324351706
textvqa,mqt,5,256,256,446,446,43,Trajectory Platt (5D),35.25,3.6780201075598598,4.865157552994788,0.18076264617409377,0.76283578411238
textvqa,mqt,5,256,256,446,256,44,Naive Confidence (NC),35.25,31.689091848209504,31.331658961251378,0.30590786665008846,0.729483282674772
textvqa,mqt,5,256,256,446,256,44,Temperature Scaling (TS),35.25,17.726448124931256,20.042683208907665,0.24589888932295462,0.729483282674772
textvqa,mqt,5,256,256,446,256,44,Platt Scaling (1D),35.25,10.287207435240807,9.87439782119155,0.20238050397932014,0.729483282674772
textvqa,mqt,5,256,256,446,446,44,Trajectory Platt (5D),35.25,6.0095265302807075,5.975460359826685,0.17374566396116495,0.7863851693638928
textvqa,mqt,5,256,256,446,256,45,Naive Confidence (NC),35.25,33.39087082166225,33.39087082166225,0.3108693773527921,0.7416139543799118
textvqa,mqt,5,256,256,446,256,45,Temperature Scaling (TS),35.25,18.50972660613475,18.974250008186274,0.24595469151467936,0.7416139543799118
textvqa,mqt,5,256,256,446,256,45,Platt Scaling (1D),35.25,11.6486803831899,10.77305901503361,0.19895258230860585,0.7416139543799118
textvqa,mqt,5,256,256,446,446,45,Trajectory Platt (5D),35.25,5.632604129612447,5.455471083521843,0.1778078759746822,0.7693529395657055
textvqa,mqt,5,256,256,446,256,46,Naive Confidence (NC),35.25,30.6627999925986,30.329626689665023,0.2970877726179544,0.724609107587831
textvqa,mqt,5,256,256,446,256,46,Temperature Scaling (TS),35.25,17.69292665107722,21.06453255022594,0.24634508668917274,0.724609107587831
textvqa,mqt,5,256,256,446,256,46,Platt Scaling (1D),35.25,11.321799150805793,12.78528475949447,0.2063250177309087,0.724609107587831
textvqa,mqt,5,256,256,446,446,46,Trajectory Platt (5D),35.25,7.387787566520272,6.358832732774318,0.1823574511479675,0.7609463566910375
vizwiz-vqa,mqt,1,1,1,1,1,42,Naive Confidence (NC),15.5,19.747633066028357,19.747633066028357,0.16844303895565005,0.7817331551822867
vizwiz-vqa,mqt,1,1,1,1,1,42,Temperature Scaling (TS),15.5,19.941275485341553,19.941275485341556,0.16857310082436894,0.7817331551822867
vizwiz-vqa,mqt,1,1,1,1,1,42,Platt Scaling (1D),15.5,4.6323306938455415,6.353758587041803,0.12132010485128596,0.7817331551822867
vizwiz-vqa,mqt,1,1,1,1,1,42,Trajectory Platt (5D),15.5,4.426136154215783,6.356145182158798,0.12128911592313274,0.7817331551822867
vizwiz-vqa,mqt,1,1,1,1,1,43,Naive Confidence (NC),15.5,19.390471252612766,19.39047125261277,0.15960513902738005,0.815136476426799
vizwiz-vqa,mqt,1,1,1,1,1,43,Temperature Scaling (TS),15.5,19.73472040259504,19.734720402595045,0.1599590593342239,0.815136476426799
vizwiz-vqa,mqt,1,1,1,1,1,43,Platt Scaling (1D),15.5,6.170565093007262,6.135696331817063,0.11704640519979369,0.815136476426799
vizwiz-vqa,mqt,1,1,1,1,1,43,Trajectory Platt (5D),15.5,6.185712577775121,6.136540167033673,0.11702853711589195,0.815136476426799
vizwiz-vqa,mqt,1,1,1,1,1,44,Naive Confidence (NC),15.5,18.73459109012038,18.73459109012038,0.1553006409714936,0.8144684100019087
vizwiz-vqa,mqt,1,1,1,1,1,44,Temperature Scaling (TS),15.5,19.341900992740964,19.34190099274096,0.15600729269901115,0.8144684100019087
vizwiz-vqa,mqt,1,1,1,1,1,44,Platt Scaling (1D),15.5,5.255823020462074,6.307899336436155,0.11425458675674875,0.8144684100019087
vizwiz-vqa,mqt,1,1,1,1,1,44,Trajectory Platt (5D),15.5,5.276618333999067,6.31284178281203,0.11424619854731864,0.8144684100019087
vizwiz-vqa,mqt,1,1,1,1,1,45,Naive Confidence (NC),15.5,19.138770768418905,19.13877076841891,0.1666349530643318,0.7807787745753006
vizwiz-vqa,mqt,1,1,1,1,1,45,Temperature Scaling (TS),15.5,19.43962792236506,19.43962792236506,0.16671009580570703,0.7807787745753006
vizwiz-vqa,mqt,1,1,1,1,1,45,Platt Scaling (1D),15.5,5.158970814719804,5.707336681406676,0.12099450647958056,0.7807787745753006
vizwiz-vqa,mqt,1,1,1,1,1,45,Trajectory Platt (5D),15.5,5.10450763721019,5.705792390741408,0.12097454272125105,0.7807787745753006
vizwiz-vqa,mqt,1,1,1,1,1,46,Naive Confidence (NC),15.5,19.18836494255811,19.18836494255811,0.15954797031682083,0.8117007062416493
vizwiz-vqa,mqt,1,1,1,1,1,46,Temperature Scaling (TS),15.5,19.662942484924713,19.662942484924713,0.15994522891156732,0.8117007062416493
vizwiz-vqa,mqt,1,1,1,1,1,46,Platt Scaling (1D),15.5,6.454828232169161,6.3014239811611095,0.11642243870207349,0.8117007062416493
vizwiz-vqa,mqt,1,1,1,1,1,46,Trajectory Platt (5D),15.5,6.469637673813848,6.3073477377183735,0.11641000480703745,0.8117007062416493
vizwiz-vqa,mqt,2,9,9,10,9,42,Naive Confidence (NC),22.75,21.75226058065891,21.752260580658913,0.19094453358747288,0.7996016928055762
vizwiz-vqa,mqt,2,9,9,10,9,42,Temperature Scaling (TS),22.75,23.215008428301072,23.21500842830108,0.19423599807466274,0.7996016928055762
vizwiz-vqa,mqt,2,9,9,10,9,42,Platt Scaling (1D),22.75,7.327805633710824,7.727682615867818,0.14196581569476996,0.7996016928055762
vizwiz-vqa,mqt,2,9,9,10,10,42,Trajectory Platt (5D),22.75,4.546101692598314,6.8901848890818655,0.13927068388353747,0.8009175290728691
vizwiz-vqa,mqt,2,9,9,10,9,43,Naive Confidence (NC),22.75,22.005283609498292,22.005283609498292,0.19014077002735916,0.8073188946975355
vizwiz-vqa,mqt,2,9,9,10,9,43,Temperature Scaling (TS),22.75,23.46689400360983,23.466894003609827,0.1930307651650851,0.8073188946975355
vizwiz-vqa,mqt,2,9,9,10,9,43,Platt Scaling (1D),22.75,5.5871129927595,5.518985508786414,0.13879563894445934,0.8073188946975355
vizwiz-vqa,mqt,2,9,9,10,10,43,Trajectory Platt (5D),22.75,4.792645378969611,5.479061457328499,0.1366369359810175,0.8055763007219318
vizwiz-vqa,mqt,2,9,9,10,9,44,Naive Confidence (NC),22.75,23.728581842966374,23.750292743556205,0.20907976896905275,0.7813933639176358
vizwiz-vqa,mqt,2,9,9,10,9,44,Temperature Scaling (TS),22.75,24.476450165255553,24.47645016525555,0.20693285966636515,0.7813933639176358
vizwiz-vqa,mqt,2,9,9,10,9,44,Platt Scaling (1D),22.75,4.980597584305591,3.6263887253823532,0.14432888030941193,0.7813933639176358
vizwiz-vqa,mqt,2,9,9,10,10,44,Trajectory Platt (5D),22.75,4.481831214856356,5.2324323314242065,0.14282342564999154,0.7814289270599949
vizwiz-vqa,mqt,2,9,9,10,9,45,Naive Confidence (NC),22.75,20.047856529243287,20.13152239006013,0.17355378412588252,0.8277677015541093
vizwiz-vqa,mqt,2,9,9,10,9,45,Temperature Scaling (TS),22.75,21.98821981239748,21.988219812397478,0.1805798307371439,0.8277677015541093
vizwiz-vqa,mqt,2,9,9,10,9,45,Platt Scaling (1D),22.75,6.100100903916999,6.048357577524452,0.1342195578907417,0.8277677015541093
vizwiz-vqa,mqt,2,9,9,10,10,45,Trajectory Platt (5D),22.75,6.811160137876869,7.487312722951176,0.1327471105112096,0.8190547316760909
vizwiz-vqa,mqt,2,9,9,10,9,46,Naive Confidence (NC),22.75,25.486709697172046,25.486709697172046,0.22510891192440838,0.7684483800988655
vizwiz-vqa,mqt,2,9,9,10,9,46,Temperature Scaling (TS),22.75,25.9934376713305,25.9934376713305,0.22267279564724404,0.7684483800988655
vizwiz-vqa,mqt,2,9,9,10,9,46,Platt Scaling (1D),22.75,8.658818209535486,7.617721362141117,0.1594696652210276,0.7684483800988655
vizwiz-vqa,mqt,2,9,9,10,10,46,Trajectory Platt (5D),22.75,8.421366826165466,7.080849757883698,0.15768243686709296,0.7688751378071766
vizwiz-vqa,mqt,3,36,36,46,36,42,Naive Confidence (NC),26.5,25.044071750715375,25.04407175071538,0.21169470850213912,0.8185406237966886
vizwiz-vqa,mqt,3,36,36,46,36,42,Temperature Scaling (TS),26.5,25.990978357723492,25.638679461961704,0.21418781066927792,0.8185406237966886
vizwiz-vqa,mqt,3,36,36,46,36,42,Platt Scaling (1D),26.5,8.752102024102552,9.759791122020717,0.15210518512632693,0.8185406237966886
vizwiz-vqa,mqt,3,36,36,46,46,42,Trajectory Platt (5D),26.5,5.050031187944114,6.640278342179955,0.14675994785739638,0.8202092157617764
vizwiz-vqa,mqt,3,36,36,46,36,43,Naive Confidence (NC),26.5,23.562327967025336,23.562327967025343,0.2235743127882601,0.7729752278269798
vizwiz-vqa,mqt,3,36,36,46,36,43,Temperature Scaling (TS),26.5,24.381694572227357,24.38169457222735,0.22240055779127213,0.7729752278269798
vizwiz-vqa,mqt,3,36,36,46,36,43,Platt Scaling (1D),26.5,8.327749243903247,8.179815784596633,0.17159652639703482,0.7729752278269798
vizwiz-vqa,mqt,3,36,36,46,46,43,Trajectory Platt (5D),26.5,6.834559335373341,6.393264903686941,0.17023765137696384,0.7678090103966115
vizwiz-vqa,mqt,3,36,36,46,36,44,Naive Confidence (NC),26.5,24.51338454615325,24.51338454615325,0.2221074224586313,0.7893081761006289
vizwiz-vqa,mqt,3,36,36,46,36,44,Temperature Scaling (TS),26.5,24.883185755187803,24.883185755187803,0.2197303889482847,0.7893081761006289
vizwiz-vqa,mqt,3,36,36,46,36,44,Platt Scaling (1D),26.5,8.931596715593273,7.3856304035076095,0.1602997575377036,0.7893081761006289
vizwiz-vqa,mqt,3,36,36,46,46,44,Trajectory Platt (5D),26.5,7.2368495566770425,6.814798119477928,0.15318724518894022,0.801565909382621
vizwiz-vqa,mqt,3,36,36,46,36,45,Naive Confidence (NC),26.5,23.360395034775138,23.360395034775145,0.21666555351276423,0.7882171736619176
vizwiz-vqa,mqt,3,36,36,46,36,45,Temperature Scaling (TS),26.5,24.345878115519675,24.345878115519675,0.21842010097696687,0.7882171736619176
vizwiz-vqa,mqt,3,36,36,46,36,45,Platt Scaling (1D),26.5,9.943173880739112,9.794168339162649,0.1658774775333997,0.7882171736619176
vizwiz-vqa,mqt,3,36,36,46,46,45,Trajectory Platt (5D),26.5,6.305533840786665,8.20203188015148,0.16286007795728216,0.7855538441791811
vizwiz-vqa,mqt,3,36,36,46,36,46,Naive Confidence (NC),26.5,24.708435561507937,24.708435561507944,0.22116995036934836,0.7958541907328969
vizwiz-vqa,mqt,3,36,36,46,36,46,Temperature Scaling (TS),26.5,25.152638815885826,25.15263881588583,0.21823895445127142,0.7958541907328969
vizwiz-vqa,mqt,3,36,36,46,36,46,Platt Scaling (1D),26.5,7.319303453570251,6.749012573700281,0.15824888720238522,0.7958541907328969
vizwiz-vqa,mqt,3,36,36,46,46,46,Trajectory Platt (5D),26.5,7.814732714090495,6.901801987085491,0.1549722388791919,0.8014054678475163
vizwiz-vqa,mqt,4,144,144,190,144,42,Naive Confidence (NC),28.999999999999996,27.59482034575195,27.59482034575194,0.24351439760630278,0.7914946576007771
vizwiz-vqa,mqt,4,144,144,190,144,42,Temperature Scaling (TS),28.999999999999996,25.51235305259718,25.472893696271402,0.22931283938273786,0.7914946576007771
vizwiz-vqa,mqt,4,144,144,190,144,42,Platt Scaling (1D),28.999999999999996,6.770577767375528,6.097018198531042,0.1631787101435376,0.7914946576007771
vizwiz-vqa,mqt,4,144,144,190,190,42,Trajectory Platt (5D),28.999999999999996,5.345897313207389,7.281092595309019,0.16285699528329883,0.7851505585235552
vizwiz-vqa,mqt,4,144,144,190,144,43,Naive Confidence (NC),28.999999999999996,25.126394314691424,25.126394314691424,0.22939397703803557,0.790857212238951
vizwiz-vqa,mqt,4,144,144,190,144,43,Temperature Scaling (TS),28.999999999999996,24.587893493839726,23.800488213737204,0.22391187049275438,0.790857212238951
vizwiz-vqa,mqt,4,144,144,190,144,43,Platt Scaling (1D),28.999999999999996,7.147161037727461,7.353866086887216,0.16520109583047063,0.790857212238951
vizwiz-vqa,mqt,4,144,144,190,190,43,Trajectory Platt (5D),28.999999999999996,5.959167651832102,6.278902076184749,0.16339167808854924,0.7822972316658572
vizwiz-vqa,mqt,4,144,144,190,144,44,Naive Confidence (NC),28.999999999999996,24.226440764963627,24.226440764963623,0.22755737403034415,0.7823882952889752
vizwiz-vqa,mqt,4,144,144,190,144,44,Temperature Scaling (TS),28.999999999999996,23.82772361810641,24.75150262506904,0.22440191376527274,0.7823882952889752
vizwiz-vqa,mqt,4,144,144,190,144,44,Platt Scaling (1D),28.999999999999996,7.8387373596355285,7.07080797036272,0.16789559510986166,0.7823882952889752
vizwiz-vqa,mqt,4,144,144,190,190,44,Trajectory Platt (5D),28.999999999999996,4.1707871155813345,4.213687353767455,0.16502246473972973,0.7770155415250123
vizwiz-vqa,mqt,4,144,144,190,144,45,Naive Confidence (NC),28.999999999999996,27.211362241767347,27.21136224176735,0.25140377956134374,0.7593795531811559
vizwiz-vqa,mqt,4,144,144,190,144,45,Temperature Scaling (TS),28.999999999999996,25.367547423470455,25.36754742347046,0.23728600652829906,0.7593795531811559
vizwiz-vqa,mqt,4,144,144,190,144,45,Platt Scaling (1D),28.999999999999996,5.778011928056031,6.038340391082375,0.17569382504092526,0.7593795531811559
vizwiz-vqa,mqt,4,144,144,190,190,45,Trajectory Platt (5D),28.999999999999996,6.5455186422914275,6.168375255540014,0.17314919702227613,0.7554941719281204
vizwiz-vqa,mqt,4,144,144,190,144,46,Naive Confidence (NC),28.999999999999996,25.34057167731225,25.34057167731226,0.22747393196398735,0.7978387566779991
vizwiz-vqa,mqt,4,144,144,190,144,46,Temperature Scaling (TS),28.999999999999996,24.35690065590407,23.91347376371037,0.2242738549627351,0.7978387566779991
vizwiz-vqa,mqt,4,144,144,190,144,46,Platt Scaling (1D),28.999999999999996,7.91323140329621,7.740402559085596,0.16563160975324068,0.7978387566779991
vizwiz-vqa,mqt,4,144,144,190,190,46,Trajectory Platt (5D),28.999999999999996,8.310312336310748,6.375027654692531,0.16680633139318546,0.7851809130645945
vizwiz-vqa,mqt,5,256,256,446,256,42,Naive Confidence (NC),23.0,30.66273628547788,30.662736285477877,0.2434844711384708,0.7969014680971203
vizwiz-vqa,mqt,5,256,256,446,256,42,Temperature Scaling (TS),23.0,29.408389698433613,29.408389698433613,0.23277463184702363,0.7969014680971203
vizwiz-vqa,mqt,5,256,256,446,256,42,Platt Scaling (1D),23.0,6.269793439981427,7.6218129358633275,0.14325867224418792,0.7969014680971203
vizwiz-vqa,mqt,5,256,256,446,446,42,Trajectory Platt (5D),23.0,6.029946542810649,8.171469628345221,0.14177023458738333,0.7947487295313382
vizwiz-vqa,mqt,5,256,256,446,256,43,Naive Confidence (NC),23.0,31.98434808757156,31.984348087571558,0.24874180058518655,0.806359401468097
vizwiz-vqa,mqt,5,256,256,446,256,43,Temperature Scaling (TS),23.0,30.89529542411843,29.901725045676052,0.23457256421502223,0.806359401468097
vizwiz-vqa,mqt,5,256,256,446,256,43,Platt Scaling (1D),23.0,5.914789639499983,7.046706632084401,0.14008073748777247,0.806359401468097
vizwiz-vqa,mqt,5,256,256,446,446,43,Trajectory Platt (5D),23.0,3.827293200884014,5.098971714731304,0.13883437701188686,0.7973249576510446
vizwiz-vqa,mqt,5,256,256,446,256,44,Naive Confidence (NC),23.0,32.03869724087417,32.03869724087418,0.25133956144600766,0.8017363071710898
vizwiz-vqa,mqt,5,256,256,446,256,44,Temperature Scaling (TS),23.0,29.891599993899337,29.891599993899337,0.23673486696420803,0.8017363071710898
vizwiz-vqa,mqt,5,256,256,446,256,44,Platt Scaling (1D),23.0,5.928129621113218,6.451928240857878,0.1460436518603507,0.8017363071710898
vizwiz-vqa,mqt,5,256,256,446,446,44,Trajectory Platt (5D),23.0,7.1724159102886915,6.859416272491215,0.14241031386290406,0.7995835686053078
vizwiz-vqa,mqt,5,256,256,446,256,45,Naive Confidence (NC),23.0,30.828296030871567,30.82829603087157,0.22669414999328516,0.8533667419536984
vizwiz-vqa,mqt,5,256,256,446,256,45,Temperature Scaling (TS),23.0,29.533930296973377,29.426264209233672,0.2252492759401571,0.8533667419536984
vizwiz-vqa,mqt,5,256,256,446,256,45,Platt Scaling (1D),23.0,6.764614743782435,6.913050636257176,0.12886380987692903,0.8533667419536984
vizwiz-vqa,mqt,5,256,256,446,446,45,Trajectory Platt (5D),23.0,6.455525919795038,6.577420119196176,0.12556076187352316,0.8495553359683795
vizwiz-vqa,mqt,5,256,256,446,256,46,Naive Confidence (NC),23.0,32.79954361915588,32.799543619155884,0.25330403791642087,0.813558723884811
vizwiz-vqa,mqt,5,256,256,446,256,46,Temperature Scaling (TS),23.0,30.51278956465161,30.512789564651616,0.23684121471233635,0.813558723884811
vizwiz-vqa,mqt,5,256,256,446,256,46,Platt Scaling (1D),23.0,7.934856052920264,7.229963290181368,0.14375230218492363,0.813558723884811
vizwiz-vqa,mqt,5,256,256,446,446,46,Trajectory Platt (5D),23.0,5.957512279041111,7.70082042273134,0.14286657741447256,0.8058300395256918
vqav2,mqt,1,1,1,1,1,42,Naive Confidence (NC),56.49999999999999,9.296477446332574,9.874436857178805,0.2033516978269297,0.7490082392432101
vqav2,mqt,1,1,1,1,1,42,Temperature Scaling (TS),56.49999999999999,14.102006183757398,16.191394974494205,0.2225413952561386,0.7490082392432101
vqav2,mqt,1,1,1,1,1,42,Platt Scaling (1D),56.49999999999999,14.21592120974482,16.120513774680198,0.22302346226081035,0.7490082392432101
vqav2,mqt,1,1,1,1,1,42,Trajectory Platt (5D),56.49999999999999,14.223824501037594,16.12383207678795,0.22305809598511964,0.7490082392432101
vqav2,mqt,1,1,1,1,1,43,Naive Confidence (NC),56.49999999999999,9.748431808315217,9.681672916747628,0.2269351561038691,0.6919184213203133
vqav2,mqt,1,1,1,1,1,43,Temperature Scaling (TS),56.49999999999999,13.9273684945033,13.947811367808743,0.2317354018100548,0.6919184213203133
vqav2,mqt,1,1,1,1,1,43,Platt Scaling (1D),56.49999999999999,12.264625416742696,13.853106207216847,0.23147976270311588,0.6919184213203133
vqav2,mqt,1,1,1,1,1,43,Trajectory Platt (5D),56.49999999999999,12.027987033128738,13.855339676141739,0.23149467300604828,0.6919311362018106
vqav2,mqt,1,1,1,1,1,44,Naive Confidence (NC),56.49999999999999,12.63919120002538,11.970774388872087,0.23580097789155416,0.6764062658936019
vqav2,mqt,1,1,1,1,1,44,Temperature Scaling (TS),56.49999999999999,12.149090291651484,13.142348668088353,0.23472725579958223,0.6764062658936019
vqav2,mqt,1,1,1,1,1,44,Platt Scaling (1D),56.49999999999999,11.623617028456621,13.226382239171402,0.2343502367024356,0.6764062658936019
vqav2,mqt,1,1,1,1,1,44,Trajectory Platt (5D),56.49999999999999,11.623810470104216,13.230718657374382,0.2343584065524349,0.6764062658936019
vqav2,mqt,1,1,1,1,1,45,Naive Confidence (NC),56.49999999999999,10.202710444107655,10.042384592816235,0.23027402348252704,0.6880276675821381
vqav2,mqt,1,1,1,1,1,45,Temperature Scaling (TS),56.49999999999999,14.261953961768192,13.162124414573329,0.23234529596220288,0.6880276675821381
vqav2,mqt,1,1,1,1,1,45,Platt Scaling (1D),56.49999999999999,13.143698463139694,12.805659329948654,0.23223534508044527,0.6880276675821381
vqav2,mqt,1,1,1,1,1,45,Trajectory Platt (5D),56.49999999999999,13.152037560939789,12.808011084795002,0.2322497393921919,0.6880276675821381
vqav2,mqt,1,1,1,1,1,46,Naive Confidence (NC),56.49999999999999,9.653983894735576,10.418208658695221,0.21070171456228054,0.7343098362323264
vqav2,mqt,1,1,1,1,1,46,Temperature Scaling (TS),56.49999999999999,14.925125896844154,17.80952760098171,0.22626580196934223,0.7343098362323264
vqav2,mqt,1,1,1,1,1,46,Platt Scaling (1D),56.49999999999999,14.726220542161435,17.732834352207327,0.2264766120499565,0.7343098362323264
vqav2,mqt,1,1,1,1,1,46,Trajectory Platt (5D),56.49999999999999,14.866406798362727,17.736458212137222,0.2265050649716258,0.7343098362323264
vqav2,mqt,2,9,9,10,9,42,Naive Confidence (NC),68.75,9.079754400998354,10.399853575974703,0.18888322752104666,0.7163345454545456
