dataset,arch,budget,effective_n,is_capped,seed,method,adaptive_ece_percent,ece_percent,auroc,brier,adaptive_ece,ece
infographicvqa,m3,1000,1000,False,46,Platt Scaling (1D),1.2307928497749556,0.06517934507118579,0.6666666666666666,0.007421565202899915,0.012307928497749556,0.0006517934507118579
infographicvqa,m3,1000,1000,False,46,Trajectory Platt (5D),1.204740343586309,0.03370684504625382,0.48698572628043657,0.007475933960480673,0.01204740343586309,0.0003370684504625382
infographicvqa,m3,1000,1000,False,46,VCPS-5D (Our Method),1.1916725022008772,0.04369848091732931,0.33669185558354325,0.007451335579256738,0.011916725022008771,0.0004369848091732931
infographicvqa,m3,1500,1500,False,42,Naive Confidence (NC),85.32299963012339,85.32299963012338,0.3333333333333333,0.7760739349223753,0.853229996301234,0.8532299963012338
infographicvqa,m3,1500,1500,False,42,Temperature Scaling (TS),54.00419476757944,54.00419476757943,0.3333333333333333,0.30059560595637635,0.5400419476757944,0.5400419476757943
infographicvqa,m3,1500,1500,False,42,Platt Scaling (1D),1.21981190460505,0.04023580367769958,0.6666666666666666,0.007407661197638185,0.0121981190460505,0.00040235803677699574
infographicvqa,m3,1500,1500,False,42,Trajectory Platt (5D),1.3583815286838214,0.01002871805394533,0.48446683459277917,0.0074940710628714656,0.013583815286838215,0.0001002871805394533
infographicvqa,m3,1500,1500,False,42,VCPS-5D (Our Method),1.2936095745279228,0.011693803166368862,0.33585222502099077,0.007451476850409469,0.012936095745279227,0.00011693803166368862
infographicvqa,m3,1500,1500,False,43,Naive Confidence (NC),85.32299963012339,85.32299963012338,0.3333333333333333,0.7760739349223753,0.853229996301234,0.8532299963012338
infographicvqa,m3,1500,1500,False,43,Temperature Scaling (TS),54.00419476757944,54.00419476757943,0.3333333333333333,0.30059560595637635,0.5400419476757944,0.5400419476757943
infographicvqa,m3,1500,1500,False,43,Platt Scaling (1D),1.2081097234570353,0.049422566554907336,0.6666666666666666,0.007405759842091661,0.012081097234570352,0.0004942256655490734
infographicvqa,m3,1500,1500,False,43,Trajectory Platt (5D),1.1905442503630186,0.02917743660509585,0.4861460957178841,0.007479479906283838,0.011905442503630185,0.0002917743660509585
infographicvqa,m3,1500,1500,False,43,VCPS-5D (Our Method),1.294732048243987,0.010165081298514796,0.33417296389588586,0.007451466875281278,0.01294732048243987,0.00010165081298514796
infographicvqa,m3,1500,1500,False,44,Naive Confidence (NC),85.32299963012339,85.32299963012338,0.3333333333333333,0.7760739349223753,0.853229996301234,0.8532299963012338
infographicvqa,m3,1500,1500,False,44,Temperature Scaling (TS),54.00419476757944,54.00419476757943,0.3333333333333333,0.30059560595637635,0.5400419476757944,0.5400419476757943
infographicvqa,m3,1500,1500,False,44,Platt Scaling (1D),1.2087966110973782,0.04057874432141047,0.6666666666666666,0.007403611777804433,0.012087966110973783,0.00040578744321410464
infographicvqa,m3,1500,1500,False,44,Trajectory Platt (5D),1.1532154279120732,0.02172961822361685,0.5214105793450882,0.0074610995479524,0.011532154279120731,0.0002172961822361685
