dataset,cardinality,subset,has_x1,ada_ece,ece,brier,auroc,ada_ece_percent,ece_percent
docvqa,2,x2+x5,False,0.010427589295355444,0.0024484701049678273,0.036574646697165814,0.6652146605344734,1.0427589295355444,0.24484701049678273
docvqa,2,x3+x4,False,0.00910126335962161,0.0012532517379657802,0.036835927983395765,0.5955251197060869,0.9101263359621611,0.125325173796578
docvqa,2,x3+x5,False,0.011658903522484889,0.0011882213920843719,0.036825021998398794,0.5947011906450284,1.165890352248489,0.11882213920843719
docvqa,2,x4+x5,False,0.008851615807032172,0.0010814646904170817,0.03656944563951054,0.6597172977828203,0.8851615807032173,0.10814646904170816
docvqa,3,x1+x2+x3,True,0.01420725014116981,0.0007668503182907088,0.03683271436702545,0.5960113729224493,1.420725014116981,0.07668503182907088
docvqa,3,x1+x2+x4,True,0.018014332662336638,9.68858290516101e-05,0.03679293055038898,0.6060403455099244,1.8014332662336638,0.00968858290516101
docvqa,3,x1+x2+x5,True,0.00901600503810312,0.0019619771921036665,0.03659485056011246,0.6645865834633385,0.901600503810312,0.19619771921036666
docvqa,3,x1+x3+x4,True,0.007690759158666059,0.0015225652274277366,0.03685783934895418,0.6003403772514537,0.7690759158666058,0.15225652274277365
docvqa,3,x1+x3+x5,True,0.014594259230435452,0.0008710038983056087,0.036836122649033534,0.6090051394263563,1.4594259230435451,0.08710038983056087
docvqa,3,x1+x4+x5,True,0.009938724367579812,0.0008570864108627038,0.0365943682945576,0.6585556928770657,0.9938724367579812,0.08570864108627038
docvqa,3,x2+x3+x4,False,0.010195567951414637,0.0014416065589497365,0.036830788856895086,0.5945796273409377,1.0195567951414637,0.14416065589497365
docvqa,3,x2+x3+x5,False,0.012102380822178758,0.0028532803258590382,0.03664601119443869,0.6603723889215308,1.2102380822178758,0.28532803258590383
docvqa,3,x2+x4+x5,False,0.009764917729237729,0.0020691528653385234,0.03657949667757967,0.6607539626260375,0.9764917729237729,0.20691528653385233
docvqa,3,x3+x4+x5,False,0.01059343784851953,0.002181965032230761,0.036651934585203716,0.6554355680720736,1.059343784851953,0.21819650322307613
docvqa,4,x1+x2+x3+x4,True,0.014127379571539003,0.0008337493675124706,0.03685436181817764,0.596051894023813,1.4127379571539003,0.08337493675124706
docvqa,4,x1+x2+x3+x5,True,0.01313797140754375,0.002815299447883752,0.03665809782484447,0.6604061565060003,1.3137971407543751,0.28152994478837523
docvqa,4,x1+x2+x4+x5,True,0.010637012254421633,0.002652169471759634,0.03660201370991219,0.6591837699482005,1.0637012254421632,0.26521694717596345
docvqa,4,x1+x3+x4+x5,True,0.008322057815211522,0.00213568525414276,0.03666461648722868,0.6547332023151057,0.8322057815211522,0.21356852541427598
docvqa,4,x2+x3+x4+x5,False,0.010657061032478187,0.0025290384155629364,0.036661749384318085,0.6561176732783597,1.0657061032478188,0.25290384155629364
docvqa,5,x1+x2+x3+x4+x5,True,0.011804622338232639,0.003238572716298324,0.036672494650406694,0.655388293453816,1.180462233823264,0.3238572716298324
gqa,1,x1,True,0.05251715678887322,0.03522030287976621,0.1812041811872748,0.7701339909140726,5.251715678887322,3.522030287976621
gqa,1,x2,False,0.03165684941957241,0.03587901070384658,0.21787932393774156,0.6030121440313942,3.1656849419572413,3.587901070384658
gqa,1,x3,False,0.048013620409745245,0.059457967327429695,0.20252304659518466,0.7091221650669071,4.801362040974524,5.94579673274297
gqa,1,x4,False,0.027464252642409873,0.018103863972828288,0.21701541507729064,0.6069143200579804,2.746425264240987,1.8103863972828287
gqa,1,x5,False,0.05008450905125412,0.035075855976526876,0.21702232993913984,0.6095901610365735,5.008450905125412,3.5075855976526875
gqa,2,x1+x2,True,0.04879166384931717,0.028735286968214774,0.181433123248259,0.7687596118152411,4.879166384931717,2.8735286968214773
gqa,2,x1+x3,True,0.03568568850020159,0.026660447390423496,0.182110507733322,0.7682602393452476,3.5685688500201587,2.6660447390423494
gqa,2,x1+x4,True,0.0483482997784525,0.03754709192382803,0.18125845756643463,0.7699351257711549,4.83482997784525,3.754709192382803
gqa,2,x1+x5,True,0.03547732077252396,0.03438140922761185,0.18135354929551864,0.7685430697707306,3.547732077252396,3.4381409227611845
gqa,2,x2+x3,False,0.05846211691612459,0.058617257195701725,0.19946516970299208,0.7212175849817044,5.846211691612459,5.861725719570172
gqa,2,x2+x4,False,0.028674636750894832,0.018757809334536774,0.2169811111792752,0.6043511693270404,2.8674636750894833,1.8757809334536772
gqa,2,x2+x5,False,0.052511639498138384,0.03227934975190745,0.21041168158892803,0.6570857860034292,5.251163949813838,3.2279349751907453
gqa,2,x3+x4,False,0.06075858137839123,0.05230804931953049,0.19934985515573264,0.7214297078008165,6.0758581378391225,5.230804931953049
gqa,2,x3+x5,False,0.06235535152910446,0.048195547886605766,0.20048033493236864,0.7111505895246681,6.235535152910446,4.819554788660577
gqa,2,x4+x5,False,0.04756840473487515,0.04558717408349121,0.2103730710401975,0.6601107457884782,4.7568404734875145,4.55871740834912
gqa,3,x1+x2+x3,True,0.03670396026426766,0.02416331460164206,0.18241914221527053,0.766523483763766,3.670396026426766,2.416331460164206
gqa,3,x1+x2+x4,True,0.044714020293051694,0.03681603736164936,0.18152023655619043,0.7687993848438246,4.471402029305169,3.681603736164936
gqa,3,x1+x2+x5,True,0.03804059892401958,0.03793057870813206,0.18158488891911675,0.7676371285641053,3.8040598924019577,3.793057870813206
gqa,3,x1+x3+x4,True,0.0369526623919953,0.03049503018821747,0.1822696454750059,0.7676503862402998,3.69526623919953,3.049503018821747
gqa,3,x1+x3+x5,True,0.03866192752586545,0.04479560357599637,0.1822030285257635,0.7673322020116313,3.866192752586545,4.479560357599637
gqa,3,x1+x4+x5,True,0.03352956477979936,0.029764077844211957,0.18141147524334428,0.768039278075339,3.3529564779799363,2.9764077844211956
gqa,3,x2+x3+x4,False,0.05367872770636786,0.05984382144303178,0.1993059349736852,0.721310388715066,5.367872770636787,5.984382144303178
gqa,3,x2+x3+x5,False,0.0513948870883052,0.03447522955438246,0.1972575262476448,0.7228350214774354,5.13948870883052,3.447522955438246
gqa,3,x2+x4+x5,False,0.04619314848834135,0.027586276521476424,0.21039622930553983,0.6595914868041929,4.619314848834135,2.7586276521476423
gqa,3,x3+x4+x5,False,0.05518796867649254,0.037224944031593495,0.19754180210261751,0.7234669707093742,5.518796867649254,3.7224944031593497
gqa,4,x1+x2+x3+x4,True,0.037259550699276625,0.025593682441361117,0.182554324082643,0.7661655265065139,3.7259550699276627,2.559368244136112
gqa,4,x1+x2+x3+x5,True,0.052457115089066884,0.045646894992765745,0.1825063270119693,0.7659313075604108,5.245711508906688,4.564689499276574
gqa,4,x1+x2+x4+x5,True,0.03526416156421943,0.04250480181198431,0.18169911704703504,0.7673587173640204,3.526416156421943,4.250480181198431
gqa,4,x1+x3+x4+x5,True,0.05025271148901907,0.054466950148313056,0.1823600149909114,0.7665853529193403,5.025271148901907,5.446695014831306
gqa,4,x2+x3+x4+x5,False,0.05642279859928663,0.029698455206048566,0.19740347324046628,0.7226980254900922,5.642279859928663,2.9698455206048564
gqa,5,x1+x2+x3+x4+x5,True,0.054363949668170874,0.048639526312416984,0.18267703327755702,0.7654186774142229,5.436394966817088,4.863952631241698
infographicvqa,1,x1,True,0.006531398789203823,5.279358570600776e-05,0.006944213904535267,0.6833549129621637,0.6531398789203823,0.005279358570600776
infographicvqa,1,x2,False,0.008931530941710224,3.571089344382716e-05,0.006966614069667422,0.45770392749244715,0.8931530941710224,0.0035710893443827163
infographicvqa,1,x3,False,0.009294351219208134,5.1495769967978625e-06,0.006954759802118726,0.4648252050064739,0.9294351219208133,0.0005149576996797862
infographicvqa,1,x4,False,0.008589535134010751,4.5288272335059984e-05,0.006957944655158545,0.5298518198820314,0.8589535134010751,0.004528827233505998
infographicvqa,1,x5,False,0.009405154044245457,1.7026856846329846e-05,0.006956781137138698,0.5694864048338368,0.9405154044245457,0.0017026856846329846
infographicvqa,2,x1+x2,True,0.007877176368375323,0.00010189938408562953,0.006966668870213364,0.6486836426413465,0.7877176368375323,0.010189938408562953
infographicvqa,2,x1+x3,True,0.006279276020535645,6.801227390518423e-05,0.006941514100577681,0.7059415911379657,0.6279276020535645,0.006801227390518423
infographicvqa,2,x1+x4,True,0.007887794174480224,9.51964847088621e-05,0.0069553650505735885,0.6737160120845921,0.7887794174480224,0.00951964847088621
infographicvqa,2,x1+x5,True,0.009758944796902213,5.492485596950928e-05,0.0069523821819976,0.678031937850669,0.9758944796902213,0.005492485596950928
infographicvqa,2,x2+x3,False,0.01001840468529805,2.4366354993303474e-05,0.006967112083261255,0.4695727233491584,1.001840468529805,0.0024366354993303474
infographicvqa,2,x2+x4,False,0.008659747269145984,3.645640073896613e-05,0.006965601295169949,0.4897137102575169,0.8659747269145984,0.003645640073896613
infographicvqa,2,x2+x5,False,0.008476997817844197,2.0514038619926823e-05,0.006967676993144492,0.5836570277657891,0.8476997817844197,0.0020514038619926823
infographicvqa,2,x3+x4,False,0.009553890422969813,3.276054466685302e-05,0.00695864247488762,0.5422241404114516,0.9553890422969813,0.003276054466685302
infographicvqa,2,x3+x5,False,0.010516429128290644,2.8335032444558317e-05,0.006952057934402413,0.6311322111926341,1.0516429128290645,0.0028335032444558317
infographicvqa,2,x4+x5,False,0.010095709813315932,1.5188969995675108e-05,0.006956500239636944,0.6293339087901021,1.0095709813315932,0.0015188969995675108
infographicvqa,3,x1+x2+x3,True,0.007612085328516304,0.00011538096789262021,0.006966183973273456,0.6737160120845922,0.7612085328516304,0.011538096789262021
